,card,merchant,category,amount,transaction_date
6576-2732-1005-8933#2023-01-21T18:12:31.745Z,6576-2732-1005-8933,Anderson - Greenfelder,Transportation,1761.00,2023-01-21T18:12:31.745Z
3528-9534-5099-1796#2023-10-03T10:57:01.716Z,3528-9534-5099-1796,Flatley - Harvey,Fashion,2403.00,2023-10-03T10:57:01.716Z
6541-6283-4721-8586-7214#2023-04-29T21:02:13.747Z,6541-6283-4721-8586-7214,"Gutkowski, Reinger and Stracke",Groceries,1308.00,2023-04-29T21:02:13.747Z
6771304542602040#2023-01-20T22:37:25.635Z,6771304542602040,"Schmeler, Wolff and Stanton",Transportation,2379.00,2023-01-20T22:37:25.635Z
6767-4399-3423-9880-668#2023-09-28T07:08:17.551Z,6767-4399-3423-9880-668,Pouros - McClure,Food & Drink,259.00,2023-09-28T07:08:17.551Z
6767-0254-8227-7756-79#2023-03-29T07:54:14.751Z,6767-0254-8227-7756-79,"Wilderman, Klein and Schowalter",Transportation,1503.00,2023-03-29T07:54:14.751Z
6598-6253-6275-8072-9438#2023-05-09T05:07:11.187Z,6598-6253-6275-8072-9438,Stamm - Nicolas,Transportation,1721.00,2023-05-09T05:07:11.187Z
630463796243913263#2023-03-26T20:55:09.214Z,630463796243913263,Sauer and Sons,Fashion,2264.00,2023-03-26T20:55:09.214Z
6555-6572-3815-1677#2023-01-01T00:55:23.336Z,6555-6572-3815-1677,"Little, Roob and Cassin",Online Retail,402.00,2023-01-01T00:55:23.336Z
5519-3892-9347-4946#2023-06-29T07:22:48.854Z,5519-3892-9347-4946,Kuphal Inc,Groceries,920.00,2023-06-29T07:22:48.854Z
5230-1965-1969-4670#2023-02-19T03:13:02.500Z,5230-1965-1969-4670,Hilll LLC,Transportation,1817.00,2023-02-19T03:13:02.500Z
6011-7037-1705-5928#2023-09-26T04:21:41.704Z,6011-7037-1705-5928,Spencer - Nolan,Groceries,1254.00,2023-09-26T04:21:41.704Z
6445-8178-7646-4741#2023-09-08T12:53:37.987Z,6445-8178-7646-4741,Turner Group,Online Retail,1296.00,2023-09-08T12:53:37.987Z
3565-3112-9406-2924#2023-06-15T06:58:05.966Z,3565-3112-9406-2924,McCullough - Bogisich,Food & Drink,2975.00,2023-06-15T06:58:05.966Z
677144659942954319#2023-01-14T22:35:57.226Z,677144659942954319,Moen Group,Food & Drink,1151.00,2023-01-14T22:35:57.226Z
502082494075753856#2023-08-19T17:43:13.940Z,502082494075753856,Runolfsson and Sons,Transportation,2145.00,2023-08-19T17:43:13.940Z
6011-1295-7947-5154#2023-02-05T00:51:07.112Z,6011-1295-7947-5154,Swaniawski - Turner,Groceries,2090.00,2023-02-05T00:51:07.112Z
5018-3716-4560-6249#2023-03-03T09:25:21.014Z,5018-3716-4560-6249,Kassulke - Leannon,Food & Drink,672.00,2023-03-03T09:25:21.014Z
676304774391849577#2023-07-15T13:31:05.488Z,676304774391849577,Upton - Schultz,Food & Drink,2643.00,2023-07-15T13:31:05.488Z
6011-6278-4504-9563-7012#2023-03-14T06:59:13.621Z,6011-6278-4504-9563-7012,Reinger - Gorczany,Transportation,2091.00,2023-03-14T06:59:13.621Z
5442-2864-9314-8001#2023-04-02T12:30:45.125Z,5442-2864-9314-8001,Volkman - Ziemann,Fashion,179.00,2023-04-02T12:30:45.125Z
3528-9584-3897-2610#2023-12-23T05:05:57.939Z,3528-9584-3897-2610,Terry and Sons,Food & Drink,2369.00,2023-12-23T05:05:57.939Z
6011-6278-4504-9563-7012#2023-06-26T11:53:03.653Z,6011-6278-4504-9563-7012,Boyle - Daniel,Food & Drink,86.00,2023-06-26T11:53:03.653Z
6495-6268-6534-7282-0439#2023-04-25T17:54:30.544Z,6495-6268-6534-7282-0439,Herzog and Sons,Groceries,1123.00,2023-04-25T17:54:30.544Z
3528-2014-6923-1691#2023-07-17T03:58:10.796Z,3528-2014-6923-1691,Kirlin - Swift,Groceries,1450.00,2023-07-17T03:58:10.796Z
6450-7366-3252-6126#2023-12-06T03:31:26.123Z,6450-7366-3252-6126,Schmeler Inc,Groceries,1997.00,2023-12-06T03:31:26.123Z
6771-8930-1855-2234#2023-12-26T23:52:00.212Z,6771-8930-1855-2234,"Koelpin, Adams and Feil",Online Retail,732.00,2023-12-26T23:52:00.212Z
6767-9659-6939-1448-97#2023-08-06T22:34:07.870Z,6767-9659-6939-1448-97,Hartmann - Schultz,Transportation,2265.00,2023-08-06T22:34:07.870Z
3528-9537-1220-8682#2023-03-03T08:22:30.189Z,3528-9537-1220-8682,Schowalter - Beahan,Online Retail,2232.00,2023-03-03T08:22:30.189Z
6759-9586-0968-8063#2023-08-23T12:36:44.023Z,6759-9586-0968-8063,Bartell Group,Fashion,1483.00,2023-08-23T12:36:44.023Z
6011-6293-8698-5244-7031#2023-11-25T15:07:34.949Z,6011-6293-8698-5244-7031,Watsica - Huels,Transportation,1198.00,2023-11-25T15:07:34.949Z
6767-7238-0186-4122#2023-12-21T08:26:48.664Z,6767-7238-0186-4122,Grimes - Terry,Online Retail,522.00,2023-12-21T08:26:48.664Z
6771558845461959961#2023-03-06T11:37:54.754Z,6771558845461959961,"Emard, Bailey and Bailey",Transportation,2511.00,2023-03-06T11:37:54.754Z
3665-092357-1772#2023-02-03T23:38:17.193Z,3665-092357-1772,Kozey - Feest,Online Retail,1701.00,2023-02-03T23:38:17.193Z
3722-637146-86023#2023-04-05T06:21:37.305Z,3722-637146-86023,Wiegand Inc,Fashion,1541.00,2023-04-05T06:21:37.305Z
6491-6538-0874-1119#2023-04-25T12:04:32.515Z,6491-6538-0874-1119,Harvey - Marks,Online Retail,2249.00,2023-04-25T12:04:32.515Z
4698-4656-2101-8302#2023-07-11T18:28:55.673Z,4698-4656-2101-8302,VonRueden Group,Transportation,1438.00,2023-07-11T18:28:55.673Z
3417-404102-01361#2023-01-23T02:01:42.759Z,3417-404102-01361,"Hand, Romaguera and Becker",Transportation,2413.00,2023-01-23T02:01:42.759Z
6771-8974-2548-6563#2023-04-18T03:31:43.002Z,6771-8974-2548-6563,Bartell - Mante,Groceries,663.00,2023-04-18T03:31:43.002Z
6771-8906-5032-9293#2023-06-14T02:59:10.600Z,6771-8906-5032-9293,Bartell and Sons,Food & Drink,2286.00,2023-06-14T02:59:10.600Z
5167-7777-2282-6667#2023-08-13T20:23:09.950Z,5167-7777-2282-6667,Bode - Willms,Online Retail,2596.00,2023-08-13T20:23:09.950Z
3528-8176-3076-2577#2023-11-22T12:45:12.559Z,3528-8176-3076-2577,Morar - Durgan,Online Retail,2688.00,2023-11-22T12:45:12.559Z
6767-2328-1378-4446-589#2023-03-27T01:49:47.516Z,6767-2328-1378-4446-589,Fisher - Greenfelder,Groceries,1178.00,2023-03-27T01:49:47.516Z
4837-2834-7669-6540#2023-08-11T23:41:45.049Z,4837-2834-7669-6540,Windler LLC,Online Retail,1295.00,2023-08-11T23:41:45.049Z
6771-8930-1855-2234#2023-11-15T08:38:54.663Z,6771-8930-1855-2234,Heidenreich Group,Transportation,1896.00,2023-11-15T08:38:54.663Z
3529-4888-7520-6578#2023-07-29T17:33:36.125Z,3529-4888-7520-6578,Olson Inc,Online Retail,1171.00,2023-07-29T17:33:36.125Z
4254411647372#2023-11-04T06:21:33.434Z,4254411647372,Skiles - Jaskolski,Groceries,1607.00,2023-11-04T06:21:33.434Z
3030-858518-3230#2023-05-10T02:03:59.833Z,3030-858518-3230,Watsica LLC,Online Retail,2519.00,2023-05-10T02:03:59.833Z
677112624559084089#2023-10-29T14:58:16.987Z,677112624559084089,"Effertz, Goodwin and Wisoky",Groceries,2606.00,2023-10-29T14:58:16.987Z
4209-0463-6566-3479#2023-12-09T23:08:05.952Z,4209-0463-6566-3479,"Durgan, Kerluke and Weber",Food & Drink,2792.00,2023-12-09T23:08:05.952Z
4762-9090-1895-0313#2023-08-17T21:01:47.538Z,4762-9090-1895-0313,Dach - Schoen,Groceries,1718.00,2023-08-17T21:01:47.538Z
5400-9987-3012-2736#2023-03-27T04:24:51.038Z,5400-9987-3012-2736,Nicolas LLC,Fashion,1748.00,2023-03-27T04:24:51.038Z
6304192337644079#2023-06-19T23:02:40.028Z,6304192337644079,"Herzog, Hirthe and Adams",Food & Drink,844.00,2023-06-19T23:02:40.028Z
67594940045515996064#2023-03-19T20:28:13.145Z,67594940045515996064,Durgan - Cruickshank,Food & Drink,2801.00,2023-03-19T20:28:13.145Z
3762-550410-82245#2023-05-31T00:39:36.718Z,3762-550410-82245,Purdy - Orn,Transportation,1790.00,2023-05-31T00:39:36.718Z
6383-5450-8851-1280#2023-01-30T23:32:54.236Z,6383-5450-8851-1280,"Farrell, Bruen and Rath",Transportation,737.00,2023-01-30T23:32:54.236Z
6399-1022-8805-0123#2023-09-08T10:14:04.627Z,6399-1022-8805-0123,Kling - Kautzer,Groceries,2064.00,2023-09-08T10:14:04.627Z
6759-2607-9949-3689#2023-05-24T01:42:40.217Z,6759-2607-9949-3689,Stroman Inc,Fashion,1366.00,2023-05-24T01:42:40.217Z
3740-640660-75692#2023-07-08T22:22:29.239Z,3740-640660-75692,Cummings - Abshire,Online Retail,2033.00,2023-07-08T22:22:29.239Z
3546-9098-8960-7161#2023-10-11T00:24:31.728Z,3546-9098-8960-7161,"Douglas, Hyatt and Schoen",Online Retail,2332.00,2023-10-11T00:24:31.728Z
3546-9098-8960-7161#2023-01-07T16:14:50.314Z,3546-9098-8960-7161,Doyle - Miller,Groceries,2342.00,2023-01-07T16:14:50.314Z
3029-667806-3460#2023-07-30T17:18:24.997Z,3029-667806-3460,Kihn and Sons,Food & Drink,2066.00,2023-07-30T17:18:24.997Z
3576-3104-9321-0034#2023-07-31T05:08:43.645Z,3576-3104-9321-0034,"Botsford, Bailey and Quigley",Groceries,1908.00,2023-07-31T05:08:43.645Z
3784-018269-99256#2023-03-16T12:31:37.905Z,3784-018269-99256,"Hintz, Simonis and Walsh",Fashion,155.00,2023-03-16T12:31:37.905Z
6011-6293-8698-5244-7031#2023-11-14T04:40:42.917Z,6011-6293-8698-5244-7031,"Stark, Kessler and Hane",Groceries,970.00,2023-11-14T04:40:42.917Z
6706443499966542750#2023-08-08T08:25:12.410Z,6706443499966542750,"Blanda, Considine and Kunde",Transportation,1831.00,2023-08-08T08:25:12.410Z
6767-2737-5254-5007-449#2023-04-02T02:03:47.602Z,6767-2737-5254-5007-449,"Moore, Lesch and Hyatt",Groceries,1072.00,2023-04-02T02:03:47.602Z
5467-3996-3786-6931#2023-11-02T18:00:42.690Z,5467-3996-3786-6931,Wunsch Inc,Food & Drink,855.00,2023-11-02T18:00:42.690Z
5458-6124-7839-4719#2023-05-30T11:00:30.131Z,5458-6124-7839-4719,Ward Group,Online Retail,2282.00,2023-05-30T11:00:30.131Z
6767-5280-5421-5843#2023-10-22T08:48:37.703Z,6767-5280-5421-5843,Bechtelar - Kohler,Fashion,1894.00,2023-10-22T08:48:37.703Z
5018-3716-4560-6249#2023-08-05T08:23:14.922Z,5018-3716-4560-6249,Runolfsson Inc,Transportation,95.00,2023-08-05T08:23:14.922Z
6767-1438-1427-6059#2023-05-17T07:50:24.780Z,6767-1438-1427-6059,Schuppe - Rau,Online Retail,489.00,2023-05-17T07:50:24.780Z
3613-213557-9729#2023-11-03T03:16:31.323Z,3613-213557-9729,"Jerde, Oberbrunner and Schmidt",Transportation,159.00,2023-11-03T03:16:31.323Z
6771-8985-4702-0082#2023-02-24T11:46:22.624Z,6771-8985-4702-0082,Lemke Inc,Online Retail,1614.00,2023-02-24T11:46:22.624Z
6011-4628-3620-2859#2023-12-13T03:26:17.578Z,6011-4628-3620-2859,White and Sons,Groceries,381.00,2023-12-13T03:26:17.578Z
5172-8284-5856-2563#2023-03-30T05:31:32.980Z,5172-8284-5856-2563,Heller - Jenkins,Food & Drink,2418.00,2023-03-30T05:31:32.980Z
6759-3041-8515-4480-15#2023-06-03T18:56:10.030Z,6759-3041-8515-4480-15,Rolfson - Kautzer,Groceries,3000.00,2023-06-03T18:56:10.030Z
5462-5677-8718-6012#2023-12-17T17:32:48.931Z,5462-5677-8718-6012,"Flatley, Hickle and Abernathy",Fashion,1442.00,2023-12-17T17:32:48.931Z
5467-3238-3013-5449#2023-01-28T12:31:46.736Z,5467-3238-3013-5449,Dicki Inc,Transportation,2890.00,2023-01-28T12:31:46.736Z
6706421968726697#2023-08-21T19:06:48.059Z,6706421968726697,Schuster Group,Transportation,1895.00,2023-08-21T19:06:48.059Z
3549-8288-9928-4646#2023-10-08T01:48:27.079Z,3549-8288-9928-4646,Kub Inc,Food & Drink,1130.00,2023-10-08T01:48:27.079Z
677144659942954319#2023-09-11T23:06:06.688Z,677144659942954319,Osinski Inc,Groceries,734.00,2023-09-11T23:06:06.688Z
6759-1512-0390-4229-04#2023-07-14T02:07:07.941Z,6759-1512-0390-4229-04,Mohr Group,Food & Drink,1060.00,2023-07-14T02:07:07.941Z
6445-8178-7646-4741#2023-07-08T00:21:49.454Z,6445-8178-7646-4741,Metz - Bernier,Transportation,2316.00,2023-07-08T00:21:49.454Z
67620173392700234161#2023-07-31T12:18:57.673Z,67620173392700234161,"Metz, Reilly and Lynch",Transportation,588.00,2023-07-31T12:18:57.673Z
6373-9922-6870-0550#2023-09-11T09:29:45.310Z,6373-9922-6870-0550,"Fisher, Kassulke and Zboncak",Fashion,133.00,2023-09-11T09:29:45.310Z
5492-5682-3125-8302#2023-10-21T16:45:57.031Z,5492-5682-3125-8302,"Bernhard, Hodkiewicz and Heller",Fashion,1210.00,2023-10-21T16:45:57.031Z
3743-132599-61428#2023-06-06T00:55:36.241Z,3743-132599-61428,Stamm Inc,Transportation,2056.00,2023-06-06T00:55:36.241Z
3528-7104-1496-0642#2023-12-14T07:00:27.802Z,3528-7104-1496-0642,Osinski LLC,Online Retail,873.00,2023-12-14T07:00:27.802Z
67620173392700234161#2023-12-20T21:31:09.652Z,67620173392700234161,Borer Group,Groceries,899.00,2023-12-20T21:31:09.652Z
4872000762656#2023-09-18T21:44:30.707Z,4872000762656,Rolfson and Sons,Fashion,1097.00,2023-09-18T21:44:30.707Z
6759-9539-5484-0816-66#2023-04-12T08:11:40.139Z,6759-9539-5484-0816-66,"Reinger, Halvorson and Durgan",Food & Drink,1415.00,2023-04-12T08:11:40.139Z
50208430635828362039#2023-03-10T22:43:41.097Z,50208430635828362039,Walker and Sons,Fashion,1964.00,2023-03-10T22:43:41.097Z
3528-3337-1225-9433#2023-09-14T14:37:41.178Z,3528-3337-1225-9433,"Feest, Conn and Morissette",Fashion,256.00,2023-09-14T14:37:41.178Z
6011-0511-8967-8961#2023-08-24T22:13:43.013Z,6011-0511-8967-8961,Gulgowski - Hartmann,Groceries,5.00,2023-08-24T22:13:43.013Z
3784-363721-86999#2023-11-08T04:40:08.547Z,3784-363721-86999,"Homenick, Wunsch and Wisoky",Groceries,968.00,2023-11-08T04:40:08.547Z
5381-7904-8180-0641#2023-10-23T09:27:57.373Z,5381-7904-8180-0641,Jenkins Inc,Online Retail,675.00,2023-10-23T09:27:57.373Z
4558-4127-1617-1868#2023-08-01T03:59:09.408Z,4558-4127-1617-1868,Reilly - Hane,Food & Drink,174.00,2023-08-01T03:59:09.408Z
6771617128977746#2023-04-27T17:57:26.594Z,6771617128977746,Harber LLC,Transportation,1468.00,2023-04-27T17:57:26.594Z
6011-6298-3765-0392-3613#2023-04-24T11:02:39.162Z,6011-6298-3765-0392-3613,Renner - Corkery,Fashion,339.00,2023-04-24T11:02:39.162Z
6759-4052-9160-7796-41#2023-12-09T09:40:09.931Z,6759-4052-9160-7796-41,Gerlach - Wolff,Food & Drink,988.00,2023-12-09T09:40:09.931Z
3528-6558-3116-8628#2023-10-08T07:35:30.900Z,3528-6558-3116-8628,Pouros - Green,Food & Drink,2000.00,2023-10-08T07:35:30.900Z
5467-4361-3550-7854#2023-02-22T20:01:53.203Z,5467-4361-3550-7854,"Trantow, Ledner and Ondricka",Online Retail,982.00,2023-02-22T20:01:53.203Z
6011-6227-7053-9132-6958#2023-03-25T10:59:17.788Z,6011-6227-7053-9132-6958,"Bernier, Stokes and Greenfelder",Groceries,1142.00,2023-03-25T10:59:17.788Z
6709584741221901#2023-06-28T16:30:31.372Z,6709584741221901,Aufderhar Inc,Food & Drink,147.00,2023-06-28T16:30:31.372Z
6444-6263-9493-9528-5222#2023-09-05T13:57:35.989Z,6444-6263-9493-9528-5222,Terry LLC,Fashion,2603.00,2023-09-05T13:57:35.989Z
6759-6062-8650-1615-833#2023-09-24T13:06:25.677Z,6759-6062-8650-1615-833,West Group,Food & Drink,1332.00,2023-09-24T13:06:25.677Z
6576-2732-1005-8933#2023-11-13T21:23:58.156Z,6576-2732-1005-8933,Olson - Wehner,Transportation,2069.00,2023-11-13T21:23:58.156Z
6304525701987840#2023-05-19T19:08:56.510Z,6304525701987840,Schultz and Sons,Online Retail,2419.00,2023-05-19T19:08:56.510Z
6011-4628-3620-2859#2023-12-08T07:01:44.682Z,6011-4628-3620-2859,Kuphal - Zieme,Groceries,315.00,2023-12-08T07:01:44.682Z
6011-6260-3005-6010-7021#2023-03-10T02:14:14.360Z,6011-6260-3005-6010-7021,Paucek LLC,Transportation,1834.00,2023-03-10T02:14:14.360Z
6502-6282-6503-9486-5321#2023-09-19T10:02:31.568Z,6502-6282-6503-9486-5321,Simonis - Keebler,Transportation,876.00,2023-09-19T10:02:31.568Z
6759-5238-1464-1342-032#2023-05-30T03:41:10.494Z,6759-5238-1464-1342-032,"Conn, Feil and Hamill",Online Retail,1554.00,2023-05-30T03:41:10.494Z
6767-0948-1639-5743-29#2023-09-10T17:18:59.621Z,6767-0948-1639-5743-29,"Grimes, Kling and Keebler",Food & Drink,2951.00,2023-09-10T17:18:59.621Z
6460-6290-2623-2940-0073#2023-09-17T06:49:25.509Z,6460-6290-2623-2940-0073,Hermann and Sons,Food & Drink,2449.00,2023-09-17T06:49:25.509Z
3477-134443-81446#2023-07-22T08:07:22.214Z,3477-134443-81446,"Kozey, Weimann and Langworth",Groceries,2202.00,2023-07-22T08:07:22.214Z
3528-9121-4623-3773#2023-02-28T21:48:35.576Z,3528-9121-4623-3773,Jacobi and Sons,Online Retail,1985.00,2023-02-28T21:48:35.576Z
6477-2548-1759-9792#2023-06-27T21:38:10.441Z,6477-2548-1759-9792,"Batz, O'Conner and Mann",Online Retail,2539.00,2023-06-27T21:38:10.441Z
630435369662570272#2023-10-29T11:29:29.173Z,630435369662570272,"Larkin, Stamm and Wehner",Fashion,1635.00,2023-10-29T11:29:29.173Z
6376-0153-0382-2002#2023-09-24T03:36:44.351Z,6376-0153-0382-2002,"Douglas, Fahey and Quitzon",Groceries,2254.00,2023-09-24T03:36:44.351Z
5416-6863-7694-8702#2023-05-22T20:44:40.026Z,5416-6863-7694-8702,Renner LLC,Food & Drink,2257.00,2023-05-22T20:44:40.026Z
5458-6124-7839-4719#2023-06-09T04:30:41.438Z,5458-6124-7839-4719,Feil - Marquardt,Fashion,1502.00,2023-06-09T04:30:41.438Z
3548-9992-0083-6522#2023-12-28T22:32:24.080Z,3548-9992-0083-6522,Homenick - Frami,Transportation,1560.00,2023-12-28T22:32:24.080Z
6771075539995783#2023-02-28T04:07:55.124Z,6771075539995783,"Medhurst, Schiller and Monahan",Transportation,1153.00,2023-02-28T04:07:55.124Z
6759-3041-8515-4480-15#2023-06-01T03:56:10.308Z,6759-3041-8515-4480-15,Krajcik LLC,Food & Drink,911.00,2023-06-01T03:56:10.308Z
4426-9016-5998-7801#2023-01-09T15:00:35.117Z,4426-9016-5998-7801,Boyer - Collier,Fashion,243.00,2023-01-09T15:00:35.117Z
6011-0734-5643-7020#2023-08-01T13:49:39.852Z,6011-0734-5643-7020,Goodwin - Lueilwitz,Food & Drink,967.00,2023-08-01T13:49:39.852Z
6759-3474-8277-8441#2023-05-03T09:09:11.254Z,6759-3474-8277-8441,Graham LLC,Food & Drink,601.00,2023-05-03T09:09:11.254Z
3784-363721-86999#2023-09-04T23:15:30.508Z,3784-363721-86999,Brown LLC,Online Retail,2535.00,2023-09-04T23:15:30.508Z
3645-513661-8042#2023-02-17T12:42:29.242Z,3645-513661-8042,Murphy - Little,Online Retail,1396.00,2023-02-17T12:42:29.242Z
675949331484255155#2023-10-30T11:55:01.291Z,675949331484255155,"Donnelly, Dach and Johnson",Fashion,24.00,2023-10-30T11:55:01.291Z
6375-3324-2704-2974#2023-12-10T09:29:31.849Z,6375-3324-2704-2974,Romaguera - Quitzon,Online Retail,1378.00,2023-12-10T09:29:31.849Z
4639-5280-2262-3756#2023-04-28T12:15:37.845Z,4639-5280-2262-3756,"Schowalter, Hegmann and Pfannerstill",Online Retail,2057.00,2023-04-28T12:15:37.845Z
4058619509130#2023-09-12T03:53:52.453Z,4058619509130,Anderson - Quigley,Online Retail,1516.00,2023-09-12T03:53:52.453Z
6759-0396-5532-3919-51#2023-01-17T03:57:21.225Z,6759-0396-5532-3919-51,Hilll Inc,Fashion,1687.00,2023-01-17T03:57:21.225Z
3799-979893-42324#2023-10-11T18:55:10.350Z,3799-979893-42324,"Hickle, Gerhold and Emmerich",Food & Drink,2846.00,2023-10-11T18:55:10.350Z
6759-7591-5875-0514#2023-12-02T22:13:34.363Z,6759-7591-5875-0514,Corwin - Roob,Fashion,1878.00,2023-12-02T22:13:34.363Z
6771951888617030#2023-08-01T18:54:32.382Z,6771951888617030,"Hegmann, Beer and West",Online Retail,3.00,2023-08-01T18:54:32.382Z
6011-6234-9979-9310-0722#2023-08-04T18:41:26.743Z,6011-6234-9979-9310-0722,Williamson and Sons,Food & Drink,667.00,2023-08-04T18:41:26.743Z
4872000762656#2023-08-28T15:49:03.774Z,4872000762656,Braun - Hegmann,Fashion,1924.00,2023-08-28T15:49:03.774Z
5018-8489-0959-0326#2023-06-08T06:57:03.622Z,5018-8489-0959-0326,"MacGyver, Becker and Glover",Online Retail,2850.00,2023-06-08T06:57:03.622Z
3528-5972-9752-4623#2023-05-23T11:16:28.527Z,3528-5972-9752-4623,"Connelly, Borer and Jones",Food & Drink,1592.00,2023-05-23T11:16:28.527Z
6759-8238-5869-2958-46#2023-07-11T02:48:17.651Z,6759-8238-5869-2958-46,Shields - Kuhn,Transportation,1207.00,2023-07-11T02:48:17.651Z
5433-9835-9595-8235#2023-08-06T17:42:01.266Z,5433-9835-9595-8235,Stark - Bradtke,Fashion,2634.00,2023-08-06T17:42:01.266Z
6759-6444-1321-2177-95#2023-11-17T09:08:58.329Z,6759-6444-1321-2177-95,Legros - Brekke,Transportation,1538.00,2023-11-17T09:08:58.329Z
3565-3112-9406-2924#2023-02-27T03:38:11.641Z,3565-3112-9406-2924,"Hettinger, Walker and Champlin",Transportation,2285.00,2023-02-27T03:38:11.641Z
6386-9164-0114-7960#2023-07-26T03:40:12.470Z,6386-9164-0114-7960,"Terry, Jaskolski and Nikolaus",Food & Drink,1282.00,2023-07-26T03:40:12.470Z
3709-478415-80586#2023-12-08T17:31:54.103Z,3709-478415-80586,Pfeffer - Goldner,Transportation,135.00,2023-12-08T17:31:54.103Z
6771-8946-6100-6007#2023-04-29T04:51:16.958Z,6771-8946-6100-6007,Kris - Mertz,Fashion,286.00,2023-04-29T04:51:16.958Z
6771-8968-9422-0156#2023-02-21T01:22:29.912Z,6771-8968-9422-0156,Terry Inc,Transportation,150.00,2023-02-21T01:22:29.912Z
5507-5942-8349-9662#2023-02-14T19:33:45.043Z,5507-5942-8349-9662,"Kuphal, Kunze and Goodwin",Transportation,93.00,2023-02-14T19:33:45.043Z
6771-8956-8091-0673#2023-02-27T09:36:45.477Z,6771-8956-8091-0673,Roberts and Sons,Transportation,1438.00,2023-02-27T09:36:45.477Z
6767-0254-8227-7756-79#2023-09-12T01:05:57.235Z,6767-0254-8227-7756-79,Greenfelder - Howell,Groceries,2847.00,2023-09-12T01:05:57.235Z
3645-039600-6962#2023-02-14T21:12:22.666Z,3645-039600-6962,"Schuppe, Batz and Jacobson",Online Retail,540.00,2023-02-14T21:12:22.666Z
6709681956885345#2023-09-21T20:44:16.406Z,6709681956885345,Murray - Jacobi,Food & Drink,1474.00,2023-09-21T20:44:16.406Z
6476-0834-8648-6069#2023-12-02T14:14:56.478Z,6476-0834-8648-6069,"Kuhlman, Sipes and Marquardt",Groceries,1192.00,2023-12-02T14:14:56.478Z
3758-551779-65153#2023-06-22T06:48:44.109Z,3758-551779-65153,Bosco - Fritsch,Online Retail,84.00,2023-06-22T06:48:44.109Z
6576-2732-1005-8933#2023-02-08T03:33:44.397Z,6576-2732-1005-8933,Barrows Inc,Fashion,51.00,2023-02-08T03:33:44.397Z
3541-3768-9324-3257#2023-04-02T13:50:04.874Z,3541-3768-9324-3257,"Hegmann, Wiza and Rice",Fashion,863.00,2023-04-02T13:50:04.874Z
6767-6036-0102-2116-17#2023-02-03T13:23:22.556Z,6767-6036-0102-2116-17,Tromp Group,Food & Drink,2503.00,2023-02-03T13:23:22.556Z
6767-8996-1836-7348-78#2023-09-08T04:49:28.617Z,6767-8996-1836-7348-78,Schaefer - Nicolas,Food & Drink,451.00,2023-09-08T04:49:28.617Z
6011-6298-3765-0392-3613#2023-01-21T16:34:17.167Z,6011-6298-3765-0392-3613,"Mitchell, Shields and Ruecker",Online Retail,2243.00,2023-01-21T16:34:17.167Z
6706922358931409#2023-07-20T22:06:21.892Z,6706922358931409,Auer - Smith,Online Retail,1470.00,2023-07-20T22:06:21.892Z
3794-455398-15167#2023-01-31T11:01:31.695Z,3794-455398-15167,Prohaska Group,Fashion,630.00,2023-01-31T11:01:31.695Z
6493-6289-7987-6414-6915#2023-05-22T21:45:00.990Z,6493-6289-7987-6414-6915,Kunde LLC,Fashion,2803.00,2023-05-22T21:45:00.990Z
6304097616149593#2023-02-05T15:16:10.463Z,6304097616149593,Torp - Rohan,Groceries,1968.00,2023-02-05T15:16:10.463Z
6767-2352-8520-7181-18#2023-07-13T14:45:02.181Z,6767-2352-8520-7181-18,Berge Group,Online Retail,2538.00,2023-07-13T14:45:02.181Z
6767-3727-3186-3210-55#2023-03-14T22:25:18.062Z,6767-3727-3186-3210-55,Hayes and Sons,Online Retail,1775.00,2023-03-14T22:25:18.062Z
6382-6738-1890-8211#2023-11-09T14:32:18.198Z,6382-6738-1890-8211,Lowe - Morissette,Online Retail,1269.00,2023-11-09T14:32:18.198Z
5020413565775648716#2023-07-09T08:33:40.873Z,5020413565775648716,"Feeney, Bogisich and Franey",Fashion,2067.00,2023-07-09T08:33:40.873Z
6767-1752-3069-7849#2023-03-15T06:02:28.671Z,6767-1752-3069-7849,Armstrong Group,Transportation,531.00,2023-03-15T06:02:28.671Z
5433-9835-9595-8235#2023-09-11T05:49:04.151Z,5433-9835-9595-8235,Fisher Group,Food & Drink,945.00,2023-09-11T05:49:04.151Z
6370-6171-9022-1663#2023-04-24T08:16:53.924Z,6370-6171-9022-1663,"Turner, Quitzon and Tromp",Fashion,390.00,2023-04-24T08:16:53.924Z
3546-2813-5263-8341#2023-10-30T11:55:20.732Z,3546-2813-5263-8341,Schumm Inc,Online Retail,1349.00,2023-10-30T11:55:20.732Z
6771076673833111#2023-03-03T23:54:17.100Z,6771076673833111,"Kautzer, Casper and Heller",Groceries,1544.00,2023-03-03T23:54:17.100Z
6397-2364-8371-5726#2023-08-04T00:25:20.714Z,6397-2364-8371-5726,"Bashirian, Wolff and Hoeger",Fashion,1252.00,2023-08-04T00:25:20.714Z
6373-3076-5388-3871#2023-09-30T21:57:27.225Z,6373-3076-5388-3871,"Hammes, Torphy and Legros",Fashion,773.00,2023-09-30T21:57:27.225Z
67594940045515996064#2023-05-13T16:05:19.021Z,67594940045515996064,Nolan LLC,Food & Drink,2108.00,2023-05-13T16:05:19.021Z
